藍方勝,守衛放置數,守衛破壞數,首殺,擊殺數,死亡數,助攻數,菁英野怪數,小龍擊殺數,預示者擊殺數,推塔數,總經濟,平均等級,總經驗,總小兵擊殺,總野怪擊殺
1,-12,4,1,8,-8,8,1,1,0,0,5436,0.8,3459,72,-6
1,23,-6,1,2,-2,-2,2,1,1,3,3826,0.6,3122,72,-3
1,4,1,1,7,-7,5,1,1,0,1,6529,0.8,4484,72,-3
0,-22,0,1,5,-5,4,-1,-1,0,0,4671,0.6,4193,72,1
1,-24,-1,1,5,-5,6,0,-1,1,1,5201,0.4,1656,72,2
1,-30,1,1,2,-2,3,0,0,0,0,3560,0.4,2311,72,4
1,7,2,1,4,-4,7,1,1,0,0,4538,0.8,3618,72,5
1,6,-3,1,4,-4,2,1,0,1,1,4570,0.4,2205,72,8
1,4,1,1,-3,3,-3,1,0,1,1,1942,0,450,72,11
1,1,-2,-1,1,-1,5,1,1,0,0,2312,0.6,2522,72,12
1,1,0,1,1,-1,0,-1,-1,0,0,2303,0.6,2950,72,23
0,1,-1,1,2,-2,1,1,1,0,1,2360,0.6,1439,71,-14
1,4,2,1,11,-11,17,1,1,0,0,6476,1,4261,71,6
1,-4,1,-1,2,-2,-5,1,1,0,0,2152,0.4,2575,71,23
1,0,-1,1,3,-3,-3,2,1,1,1,4338,1,4607,71,24
1,6,-2,1,3,-3,5,1,1,0,1,4518,0.2,1715,70,-11
1,27,0,-1,6,-6,4,1,0,1,2,5418,0.4,3077,70,-11
1,18,1,1,4,-4,5,0,0,0,0,3206,0.6,1437,70,-7
1,-18,3,-1,10,-10,14,2,1,1,0,6547,0.6,2553,70,-4
0,22,-17,1,0,0,-3,1,1,0,0,1559,0.4,814,70,-1
1,-21,4,-1,5,-5,2,0,0,0,0,2514,0.4,2924,70,-1
0,-3,-1,-1,3,-3,-2,-1,-1,0,0,2760,0.8,3641,70,4
1,39,1,1,8,-8,11,2,1,1,0,5302,0.6,3045,70,11
0,-5,-4,-1,-8,8,-10,-2,-1,-1,0,-5264,-1,-4627,-120,34
0,1,-3,-1,0,0,5,-1,0,-1,0,-2579,-1,-3819,-108,-12
0,51,-3,1,10,-10,17,0,-1,1,0,1530,0,-1195,-105,-23
0,3,0,1,5,-5,5,2,1,1,0,532,-0.2,-883,-105,22
0,-5,5,-1,-5,5,-4,0,0,0,-1,-6309,-0.8,-3115,-101,8
1,-8,-2,1,1,-1,4,0,-1,1,-1,-2072,0.2,412,-101,21
0,-26,21,-1,-5,5,-3,0,0,0,-1,-5219,-0.8,-3480,-98,2
0,-2,1,-1,-3,3,-2,-1,0,-1,-1,-4307,-0.6,-2260,-94,4
0,4,0,-1,-6,6,-4,-2,-1,-1,0,-2787,-1,-4217,-93,-5
1,53,-1,-1,-4,4,-4,0,0,0,0,-3679,-0.6,-3273,-92,-18
0,-5,-3,-1,-4,4,-9,-2,-1,-1,-1,-4413,-0.4,-1993,-90,-15
1,0,-2,1,-1,1,0,-1,-1,0,0,-2725,-0.8,-3568,-90,-7
1,-4,-2,-1,-2,2,-2,-1,-1,0,0,-2642,-0.6,-1908,-88,-8
1,4,-4,-1,-4,4,-4,-2,-1,-1,0,-4738,-0.8,-2857,-88,-4
0,38,-1,-1,-1,1,4,-1,-1,0,0,-3616,-0.8,-3352,-87,-24
1,0,0,1,1,-1,-1,0,1,-1,0,-1149,-0.2,-1327,-87,0
0,-2,-3,-1,0,0,3,-2,-1,-1,0,-3299,-0.4,-2719,-86,-39
0,59,-2,1,0,0,6,0,0,0,0,-1661,-0.4,-1369,-86,3
0,3,-2,1,-4,4,-4,-1,-1,0,0,-4968,-0.8,-4165,-85,-33
0,-5,0,-1,-3,3,1,0,0,0,-1,-4104,-0.8,-3458,-85,-16
0,-28,-1,-1,-9,9,-9,-1,-1,0,0,-4879,-0.8,-3465,-85,7
0,2,-5,1,-5,5,-7,-1,-1,0,0,-4370,-0.8,-4504,-84,-9
1,-4,1,-1,-7,7,-14,1,1,0,0,-4685,-1,-3600,-84,1
0,4,-1,-1,2,-2,10,0,-1,1,0,-1870,-0.6,-1732,-83,3
0,33,-1,-1,-10,10,-17,0,0,0,0,-6086,-0.8,-3112,-83,12
0,-9,0,-1,1,-1,4,0,1,-1,0,-1361,0,-1031,-82,-11
0,-3,0,1,-2,2,2,0,1,-1,0,-2932,-1,-2570,-82,-8
0,1,1,1,-1,1,-3,0,0,0,0,-1641,-0.6,-1610,-82,4
1,0,-2,1,-1,1,-4,2,1,1,0,-2675,-0.4,-1325,-82,5
0,-10,-2,-1,-4,4,-2,0,1,-1,-1,-4566,-0.2,-2032,-82,9
0,5,-9,-1,-5,5,-10,-2,-1,-1,0,-5271,-1.2,-4236,-81,-27
0,-5,1,-1,-6,6,-7,0,0,0,0,-3682,-1.2,-4566,-81,-6
0,86,-2,-1,-8,8,-7,-1,-1,0,0,-5199,-0.8,-3608,-81,3
0,7,1,-1,-8,8,-7,-2,-1,-1,-1,-5891,-0.8,-3716,-81,7
0,-3,-1,-1,-7,7,-8,-2,-1,-1,0,-4849,-1.2,-4463,-80,-15
0,-4,2,-1,-5,5,-21,-1,-1,0,0,-4369,-0.8,-3324,-80,3
0,-6,-1,-1,-4,4,-4,0,-1,1,0,-3238,-0.6,-1130,-79,4
1,-9,3,-1,-4,4,1,-2,-1,-1,-1,-3860,-0.6,-1719,-79,13
0,1,-2,-1,-3,3,0,-1,0,-1,-1,-3927,-0.6,-3207,-78,-14
0,1,-1,-1,-6,6,-6,0,1,-1,0,-5226,-0.8,-3701,-78,-10
0,5,3,-1,-2,2,0,-1,-1,0,0,-1737,-0.4,-776,-78,-5
0,23,-2,-1,-6,6,1,1,1,0,0,-4032,-0.6,-2866,-78,-1
0,-16,0,1,-1,1,-1,-1,-1,0,0,-2485,-0.4,-1570,-78,-1
0,-23,-2,-1,-7,7,-3,1,1,0,0,-4413,-0.6,-3537,-78,5
1,6,-3,-1,-10,10,-9,0,-1,1,0,-5976,-1,-4619,-78,15
0,21,-8,-1,-6,6,-8,-1,-1,0,0,-4152,-0.4,-1948,-78,24
0,-8,-1,1,-7,7,-9,-1,-1,0,0,-4199,-0.8,-3576,-77,-9
1,7,-3,1,3,-3,9,-1,-1,0,0,1697,0,125,-77,6
0,-19,11,1,0,0,-3,2,1,1,-1,-2842,-0.2,-1722,-77,7
0,30,0,-1,-6,6,-7,1,1,0,0,-4462,-0.4,-2990,-76,-4
0,-4,-2,-1,-8,8,-6,-1,-1,0,0,-5295,-1,-3863,-76,0
0,19,1,-1,-9,9,-10,-1,-1,0,0,-4596,-1,-2815,-76,13
0,-20,19,-1,-8,8,-7,-1,-1,0,0,-5427,-1.4,-4559,-75,-18
0,21,1,-1,-3,3,0,1,1,0,0,-2967,-0.6,-3336,-75,-7
0,4,-2,1,2,-2,10,2,1,1,0,-174,0.2,-70,-75,8
0,1,-1,-1,-7,7,-5,1,1,0,-1,-5136,-1,-3713,-75,9
0,-1,2,-1,-2,2,-2,-1,-1,0,0,-2205,-0.2,-1308,-75,28
0,51,-1,-1,-5,5,-3,-2,-1,-1,0,-4316,-1,-2717,-74,-16
0,-10,4,1,-8,8,-5,-1,0,-1,-1,-5760,-1.2,-4168,-74,-9
0,-101,-2,1,-2,2,-3,-1,-1,0,0,-2475,-0.6,-3608,-74,-8
0,3,2,-1,-1,1,1,1,1,0,0,-2419,-1,-3313,-74,9
1,7,-3,-1,-3,3,-3,-1,-1,0,0,-2922,-0.6,-2165,-74,19
0,30,0,-1,-7,7,-9,0,0,0,0,-5293,-0.8,-3777,-73,-15
0,0,1,-1,0,0,3,1,1,0,0,-2130,-0.6,-2032,-73,-9
1,-1,3,-1,-1,1,4,-1,-1,0,0,-1270,-0.4,-2363,-73,-4
1,-41,-2,-1,-4,4,-8,2,1,1,0,-2861,-0.6,-2348,-73,1
0,2,1,-1,-2,2,-2,-1,-1,0,0,-1769,-0.4,-1209,-73,10
0,0,3,-1,-5,5,-4,-1,-1,0,0,-4404,-0.4,-3165,-73,12
0,1,-1,-1,-3,3,-2,2,1,1,0,-3528,-0.6,-2277,-73,15
0,24,1,1,-7,7,-8,1,1,0,0,-4403,-0.8,-3750,-73,16
1,-1,1,1,2,-2,0,0,0,0,0,-274,0.4,304,-73,17
0,22,0,-1,-4,4,-2,-1,-1,0,0,-4346,-0.6,-2178,-72,-24
0,3,3,-1,-8,8,-6,-2,-1,-1,0,-4743,-1,-2650,-72,-13
0,-40,-4,-1,-1,1,-2,0,-1,1,0,-2673,-0.6,-1867,-72,-8
0,9,-3,-1,-3,3,-11,-1,-1,0,0,-2695,-0.2,-1042,-72,0
0,1,1,-1,-6,6,-6,0,-1,1,-2,-5335,-0.4,-1002,-72,10
0,-2,1,1,-7,7,-7,-1,-1,0,0,-3607,-0.8,-2956,-72,15
0,-6,0,-1,-5,5,-5,1,1,0,0,-4095,-0.6,-3017,-72,23
0,-1,3,-1,-6,6,-7,-1,0,-1,-1,-4891,-0.2,-2335,-72,24
1,13,2,1,11,-11,17,1,1,0,0,5885,1.2,4694,69,-9
1,-3,1,1,8,-8,1,1,1,0,0,4865,0.8,4641,56,25
1,0,2,1,12,-12,9,0,0,0,0,5491,1,4640,32,-4
1,7,0,1,10,-10,9,2,1,1,0,5372,0.8,4626,64,-8
1,1,3,1,7,-7,0,2,1,1,1,5305,1,4619,62,10
1,2,7,1,7,-7,7,2,1,1,1,6597,1.2,4613,36,25
1,5,-2,1,10,-10,13,1,1,0,0,5831,1,4588,9,24
1,4,2,1,6,-6,3,1,1,0,0,4677,0.6,4588,28,22
1,1,2,1,10,-10,10,0,0,0,0,5712,1,4581,31,12
1,-3,4,1,10,-10,11,0,0,0,0,5956,1.2,4568,47,8
1,-2,1,1,7,-7,8,0,-1,1,1,6281,0.8,4551,44,16
0,-75,3,-1,3,-3,-2,0,-1,1,0,2782,0.6,4548,44,22
1,8,1,1,9,-9,14,0,0,0,0,4817,0.8,4522,35,2
1,-2,0,1,9,-9,6,1,1,0,0,5650,1,4520,54,4
0,40,-12,-1,5,-5,-1,0,0,0,0,2989,1,4519,46,8
1,-12,4,-1,4,-4,2,1,1,0,0,2598,1.4,4512,58,3
1,-2,2,1,10,-10,8,0,0,0,0,5452,1.2,4510,39,14
1,-99,5,-1,6,-6,10,0,1,-1,0,3668,1,4509,41,14
1,10,3,1,8,-8,11,-1,0,-1,0,5492,1,4505,68,11
1,0,3,-1,8,-8,8,-1,-1,0,0,4409,1.2,4503,47,-12
1,54,0,1,5,-5,-3,1,1,0,0,2954,1,4490,21,23
1,28,-1,-1,5,-5,1,1,1,0,0,3370,1,4484,32,29
1,1,0,1,10,-10,6,1,0,1,0,4785,1.2,4475,32,10
1,19,0,1,7,-7,9,-1,-1,0,0,4826,1.2,4472,30,22
1,0,1,1,10,-10,10,1,1,0,1,5797,0.8,4456,-9,12
1,21,-3,1,4,-4,-3,-1,-1,0,0,2310,1.2,4456,-9,50
1,4,0,1,11,-11,10,0,0,0,1,5872,1.2,4455,34,24
1,-28,6,1,5,-5,7,1,1,0,0,4957,0.8,4440,64,5
1,22,1,1,7,-7,12,1,1,0,0,4294,1.2,4438,-18,24
1,-4,-1,1,10,-10,11,1,0,1,1,5521,0.8,4435,-20,21
1,10,3,1,12,-12,9,1,0,1,0,6577,0.8,4426,50,2
1,17,-2,-1,4,-4,0,0,-1,1,0,2782,1.4,4425,32,12
1,0,2,1,8,-8,11,0,-1,1,1,5448,1,4419,26,-7
1,-56,5,1,11,-11,14,1,1,0,0,5201,0.8,4398,11,24
1,3,3,1,13,-13,14,1,1,0,1,6770,1,4384,20,-8
0,6,0,-1,4,-4,6,1,1,0,0,3774,1,4377,57,32
1,1,1,1,9,-9,11,-1,-1,0,0,5797,1.2,4364,25,5
1,-1,2,1,11,-11,10,0,1,-1,0,6439,1,4362,56,-1
1,-2,1,1,8,-8,13,1,0,1,0,4358,1.2,4325,13,4
1,17,-2,1,8,-8,7,1,1,0,0,4778,1.2,4324,58,2
1,-18,0,1,6,-6,3,2,1,1,0,3821,0.4,4288,29,20
1,-2,2,1,5,-5,4,0,0,0,0,4666,1,4288,65,28
1,27,-2,1,8,-8,11,1,1,0,0,4373,1,4286,19,12
1,3,-4,1,7,-7,5,1,1,0,0,3738,0.8,4262,44,-1
1,-1,1,1,8,-8,5,0,1,-1,0,3988,1,4246,30,-7
1,0,0,-1,7,-7,9,1,1,0,0,3943,1.2,4243,48,-7
1,1,0,1,9,-9,10,1,1,0,0,5887,0.8,4222,37,24
1,1,-1,1,8,-8,5,0,-1,1,2,6489,1,4212,54,7
1,2,1,1,5,-5,-2,2,1,1,1,4867,0.8,4211,64,16
1,-4,-2,1,9,-9,13,1,1,0,0,5349,0.6,4131,64,0
1,-1,-2,1,6,-6,8,1,1,0,0,5117,0.8,4126,47,20
1,0,2,1,7,-7,6,0,0,0,0,5191,0.8,4111,65,24
1,6,2,1,11,-11,17,1,1,0,0,3931,0.8,4106,-32,4
1,-2,-1,1,6,-6,5,1,1,0,0,4376,1,4106,43,11
1,0,4,-1,7,-7,3,-1,-1,0,0,3925,1,4105,22,18
1,-9,4,1,7,-7,7,1,1,0,0,4498,1.2,4087,45,28
1,2,-2,1,5,-5,5,1,1,0,0,4507,0.6,4079,39,24
1,-2,0,1,11,-11,10,2,1,1,0,5586,0.8,4058,40,24
1,-10,4,1,5,-5,4,0,0,0,1,4525,1.2,4052,-17,24
1,-5,0,1,11,-11,13,0,-1,1,0,5330,0.6,4040,57,-8
1,18,2,1,6,-6,5,2,1,1,1,3865,0.8,4032,7,12
1,2,1,1,8,-8,8,1,1,0,0,3692,1,4028,-9,14
0,-35,5,-1,5,-5,4,0,-1,1,1,5113,1,4028,60,13
1,8,-1,1,12,-12,13,2,1,1,1,6487,1.2,4018,24,-4
1,73,1,1,8,-8,4,1,1,0,0,5271,1,3997,43,4
1,-7,-3,1,9,-9,6,1,1,0,0,5041,0.8,3996,37,-8
1,4,-2,1,8,-8,7,1,1,0,1,6289,1.2,3996,38,24
1,21,6,-1,7,-7,7,1,1,0,0,3311,1,3991,15,18
0,1,1,1,10,-10,8,1,1,0,0,4289,0.6,3990,42,10
1,-1,-1,1,10,-10,8,1,1,0,0,6512,0.6,3981,50,8
0,3,-1,1,4,-4,-1,1,1,0,0,2975,1,3977,39,18
1,5,3,-1,7,-7,9,1,1,0,0,5163,0.8,3968,52,1
1,5,-1,1,11,-11,12,1,1,0,0,5622,1,3964,37,-24
1,-3,2,-1,5,-5,9,1,0,1,0,3467,1.2,3958,17,28
1,3,-4,1,10,-10,17,1,1,0,0,4069,1,3954,1,14
1,1,2,-1,11,-11,16,1,1,0,0,3994,1,3953,-17,21
1,-60,0,1,14,-14,13,-2,-1,-1,1,6413,1.2,3952,8,0
1,-18,-1,-1,5,-5,1,2,1,1,0,3977,1.2,3949,28,25
1,19,3,-1,8,-8,9,0,1,-1,0,4175,0.8,3930,19,11
1,-26,12,1,9,-9,8,1,1,0,0,4932,1.2,3923,34,3
0,-19,6,-1,8,-8,8,-1,-1,0,0,4074,0.8,3921,2,8
0,-3,-1,1,9,-9,8,0,0,0,0,4581,0.6,3919,46,-13
1,4,-1,-1,-1,1,-3,1,1,0,1,3156,1.2,3919,59,28
1,3,3,1,10,-10,12,1,1,0,1,4250,1,3916,8,-19
1,12,1,1,11,-11,11,0,0,0,0,6153,1,3916,16,9
1,0,0,-1,7,-7,8,-1,-1,0,1,5553,0.8,3915,51,18
1,4,0,1,8,-8,7,2,1,1,0,3650,0.8,3906,-5,16
0,-3,4,-1,4,-4,1,-1,-1,0,0,1651,1,3902,18,13
1,3,0,1,8,-8,6,1,1,0,0,4124,0.6,3900,24,12
1,2,-2,1,12,-12,13,1,1,0,0,5794,1,3899,30,2
1,5,2,1,6,-6,8,1,0,1,0,4513,0.8,3883,27,29
1,-29,-1,1,9,-9,5,1,1,0,0,4246,1.2,3880,36,13
1,4,0,1,6,-6,1,2,1,1,0,3184,0.8,3874,25,14
1,-28,0,1,7,-7,5,1,1,0,0,3362,1,3874,50,2
1,1,-1,1,7,-7,9,1,1,0,0,4481,1,3872,18,9
1,3,0,1,10,-10,9,0,0,0,0,5853,0.8,3870,41,17
0,-1,-1,-1,8,-8,6,1,0,1,0,4646,1.2,3861,16,7
1,20,5,1,7,-7,6,0,0,0,0,4185,0.6,3858,55,-12
1,-20,-4,1,5,-5,4,1,1,0,0,3642,1,3850,63,31
0,-2,0,-1,-9,9,-10,-2,-1,-1,-1,-5327,-1,-4636,-20,7
0,-20,0,-1,-8,8,-6,-1,-1,0,0,-5043,-0.8,-4627,-29,-25
0,-4,0,-1,-9,9,-7,0,0,0,0,-5087,-1,-4618,-28,-39
0,-11,4,-1,-11,11,-16,-1,-1,0,0,-5403,-1,-4604,-17,-10
0,1,-1,-1,-5,5,-4,-1,-1,0,0,-4699,-1.2,-4580,-54,-6
0,-41,2,1,-7,7,-11,-1,-1,0,0,-4431,-1,-4570,-51,-16
0,-47,-1,-1,-9,9,-9,0,0,0,0,-6139,-1,-4548,-59,3
0,1,0,1,-6,6,-1,-1,0,-1,0,-4179,-1,-4531,-53,-21
0,2,0,1,-5,5,-6,-2,-1,-1,-1,-4840,-0.8,-4530,-54,-21
0,-22,-1,-1,-4,4,-2,-2,-1,-1,0,-4279,-1.2,-4529,-59,-34
0,0,3,-1,-2,2,5,-2,-1,-1,-2,-4408,-1,-4522,-48,-28
0,-4,-3,-1,-7,7,-2,-1,-1,0,0,-5010,-1.2,-4509,-65,-8
0,-38,0,1,-10,10,-16,-1,-1,0,0,-4882,-1.2,-4505,-7,-37
0,1,-1,1,-8,8,-5,-2,-1,-1,-1,-5471,-1.6,-4481,-42,-17
0,-2,-2,-1,-8,8,-10,-2,-1,-1,0,-5373,-0.6,-4474,-55,1
0,23,-3,-1,-9,9,-5,-2,-1,-1,0,-4912,-0.8,-4457,-59,-3
0,-2,-3,1,-5,5,-5,2,1,1,0,-3268,-0.8,-4457,-21,-5
0,0,1,1,-4,4,-5,-1,-1,0,0,-1642,-1.2,-4442,-10,-29
0,-4,1,-1,-8,8,-5,0,0,0,-1,-4917,-1.2,-4426,-49,0
0,-113,1,-1,-7,7,-5,-2,-1,-1,0,-5375,-0.8,-4425,-37,-15
0,-2,-1,1,-6,6,-6,-1,-1,0,0,-3521,-1.4,-4416,-56,-16
0,-4,2,-1,-6,6,-3,1,1,0,0,-4061,-0.8,-4397,-21,-31
0,-25,1,1,-5,5,-5,-1,-1,0,0,-3704,-0.8,-4361,-47,-31
0,59,1,1,-4,4,-3,-1,-1,0,0,-3173,-1.2,-4350,-66,-17
0,-7,-2,1,-6,6,-10,0,0,0,0,-4330,-1.2,-4347,-47,-1
0,-2,-1,-1,-8,8,-3,1,1,0,0,-4377,-0.8,-4323,-5,-30
0,-1,-2,-1,-9,9,-8,-2,-1,-1,-1,-6240,-1,-4315,-30,-2
0,2,1,1,-5,5,1,-1,-1,0,0,-2240,-0.6,-4314,-27,-28
0,20,1,-1,-5,5,-5,-1,-1,0,-1,-6282,-1,-4301,-67,-35
0,-4,4,1,-9,9,-10,-1,0,-1,0,-3289,-1,-4291,0,2
0,22,0,-1,-6,6,-2,0,0,0,0,-3608,-1.2,-4288,-65,8
0,1,-1,1,-5,5,-6,-1,-1,0,0,-3519,-1,-4275,-26,-17
0,-10,0,-1,-4,4,-6,-1,-1,0,0,-4259,-0.8,-4262,-71,-24
0,1,-2,-1,-7,7,-7,-1,-1,0,0,-5354,-1,-4248,-49,-12
0,-30,2,1,-4,4,3,-2,-1,-1,0,-2510,-0.8,-4246,-37,-31
0,-48,15,-1,-9,9,-10,-1,-1,0,0,-5751,-0.8,-4242,-57,-1
0,63,1,-1,-7,7,-8,0,0,0,0,-3975,-0.8,-4232,-31,-13
0,-2,-5,1,-7,7,-8,-1,-1,0,0,-5048,-1.2,-4231,-49,-8
0,2,1,-1,-8,8,-10,-1,0,-1,-1,-5553,-1,-4226,-38,-1
0,4,-2,1,-7,7,-10,-1,-1,0,0,-5221,-1.2,-4220,-60,-24
0,-2,0,1,-6,6,-8,-1,-1,0,0,-4236,-1,-4211,-24,-9
0,-5,-2,1,-11,11,-17,-1,-1,0,0,-4511,-1.2,-4211,-13,5
0,-27,0,1,-4,4,-2,1,1,0,0,-2967,-0.8,-4209,-46,-5
1,1,-2,-1,-8,8,-9,-1,-1,0,0,-4552,-1,-4208,-45,-8
0,-24,0,1,-7,7,-1,0,0,0,-1,-5092,-1,-4196,-56,0
0,-5,-3,-1,-5,5,-7,-1,-1,0,0,-4229,-1,-4184,-64,-15
0,1,2,1,-7,7,-3,0,1,-1,0,-4410,-0.8,-4163,-33,-17
0,-2,2,-1,-7,7,-10,-1,-1,0,0,-4868,-1,-4160,-62,4
0,-5,0,-1,-12,12,-16,-1,-1,0,0,-5624,-1,-4155,-7,2
0,-7,2,-1,-7,7,-4,-1,-1,0,0,-5048,-0.6,-4145,-52,-4
0,3,0,-1,-4,4,-4,-1,-1,0,-1,-4043,-0.8,-4142,-10,-18
1,1,0,-1,-8,8,-5,-1,-1,0,0,-4443,-1,-4140,-27,-20
0,-25,-1,-1,-10,10,-9,-1,-1,0,0,-5961,-1,-4133,-67,8
0,-12,0,1,-8,8,-5,0,0,0,0,-4292,-1.2,-4133,-61,-1
0,-2,1,-1,-6,6,-3,0,0,0,0,-4099,-1,-4129,-32,-24
1,-20,5,1,-7,7,-14,-1,-1,0,0,-4264,-0.8,-4127,-55,-3
0,-23,0,-1,-4,4,-1,-1,-1,0,0,-2727,-1,-4122,-33,-17
0,-18,2,-1,-11,11,-13,-1,-1,0,0,-5423,-1,-4119,4,0
0,4,1,1,-6,6,-5,1,1,0,0,-3541,-1,-4118,-47,2
0,2,0,-1,-5,5,-5,-1,-1,0,0,-3238,-1,-4114,-36,-20
0,3,-1,-1,-4,4,-2,-1,-1,0,0,-5838,-0.6,-4101,-70,-29
0,1,0,-1,-10,10,-8,-1,-1,0,0,-5161,-0.6,-4099,24,-26
0,18,1,-1,-5,5,-8,-1,-1,0,0,-4808,-1.2,-4098,-39,-34
0,5,5,-1,-9,9,-7,-2,-1,-1,-2,-5941,-0.8,-4097,-64,4
0,39,-2,-1,-4,4,-6,-1,0,-1,0,-3220,-1,-4094,-70,0
0,5,-3,-1,-6,6,0,-1,-1,0,0,-4266,-1.2,-4094,-64,-8
0,-27,-1,-1,-5,5,-2,-1,-1,0,0,-3915,-1,-4094,-54,-29
0,-3,-2,-1,-7,7,-6,-2,-1,-1,-1,-4395,-1,-4086,-9,-21
0,21,-1,-1,-8,8,-5,0,0,0,0,-4492,-1.2,-4085,-17,-32
0,-2,-2,1,-7,7,-11,0,0,0,0,-3789,-0.8,-4083,-27,0
0,-22,11,-1,-10,10,-10,0,0,0,0,-6050,-1,-4081,-66,-7
0,7,-3,-1,-6,6,-4,-1,-1,0,0,-4775,-1,-4080,-66,-2
0,-20,1,-1,-5,5,0,0,1,-1,0,-2627,-1.2,-4080,-18,-6
0,0,0,-1,-9,9,-5,0,0,0,-1,-6105,-1.4,-4065,-65,-21
0,-46,1,-1,-10,10,-9,1,1,0,0,-4489,-0.8,-4047,-33,-7
0,-1,-1,-1,-9,9,-5,-1,-1,0,0,-6124,-0.6,-4043,-15,-24
0,-66,0,-1,-5,5,-8,-2,-1,-1,0,-3688,-0.6,-4038,-4,-16
0,2,0,-1,-9,9,-14,-1,-1,0,0,-5617,-1,-4035,-22,-30
0,-2,2,-1,-7,7,-2,-2,-1,-1,0,-3803,-0.8,-4020,-25,-22
0,77,0,-1,-11,11,-10,0,0,0,0,-4440,-1.2,-4020,-18,-21
0,-16,-3,-1,-12,12,-13,0,-1,1,0,-4348,-0.8,-4019,-32,8
0,3,1,-1,-6,6,-11,-1,-1,0,0,-3784,-1.2,-4019,-27,-12
0,2,3,-1,-6,6,-3,-2,-1,-1,0,-3476,-0.8,-4019,-23,-23
0,-9,2,-1,-5,5,-1,0,1,-1,0,-3695,-0.8,-4018,-71,-18
0,2,-4,1,-5,5,-3,-1,-1,0,0,-3709,-0.6,-4015,-39,-37
0,-30,1,-1,-8,8,-6,-1,-1,0,0,-3619,-0.8,-4011,-61,5
0,-30,0,-1,-10,10,-12,-1,0,-1,0,-5120,-0.8,-4011,-28,-27
0,-6,-1,-1,-9,9,-7,-2,-1,-1,0,-4949,-1,-4010,-63,2
0,9,-5,1,-4,4,-2,-1,-1,0,0,-3960,-1,-4005,-54,-21
0,2,-2,1,-13,13,-18,-1,-1,0,0,-5219,-1,-4005,12,-4
0,1,-2,1,-8,8,-13,-1,-1,0,-1,-5292,-1,-4004,1,-10
0,-21,-2,-1,-7,7,-7,1,1,0,-1,-4657,-1.2,-4000,-31,-9
0,-28,3,-1,-9,9,-7,-1,-1,0,0,-4192,-0.8,-3984,-30,-1
0,96,-3,-1,-10,10,-12,0,0,0,0,-5302,-1.2,-3981,-34,-8
0,-25,-1,-1,-11,11,-18,-2,-1,-1,0,-5102,-1,-3977,-26,-4
0,3,-1,-1,-9,9,-9,-1,-1,0,0,-6225,-1,-3975,-32,8
0,2,2,-1,-6,6,-15,-1,-1,0,-1,-5800,-1.2,-3960,-43,-21
0,-2,-2,-1,-10,10,-18,1,1,0,0,-6027,-1,-3955,-36,-8
0,-5,-1,-1,-8,8,-8,-1,-1,0,0,-4927,-1.2,-3950,-25,-28
